syscheck.event,syscheck.path,syscheck.attrs_after,syscheck.changed_attributes,syscheck.size_before,syscheck.size_after,syscheck.mtime_before,syscheck.mtime_after,syscheck.md5_before,syscheck.md5_after,syscheck.uid_after,syscheck.uname_after,syscheck.arch,agent.name,@timestamp
deleted,C:\Users\Public\Videos\town.csv,"system,write,hidden","size,mode",1496085,1527106,"May 25, 2025 @ 12:26:31","May 25, 2025 @ 13:24:22",263457ae3af521f69ded98ea29b512e718868e361d2f2a98b1f0c0fd358cd118,d42dec3a4838fea39a6bbba4f36950c5860a58eb71cd848f01bc1701cf13c306,3876,Admin,AMD64,WORKSTATION-01,"May 24, 2025 @ 04:09:42.299"
modified,C:\Users\Project\Documents\picture.zip,"archive,write,hidden,exec",size,1971412,2395992,"May 20, 2025 @ 05:49:13","May 20, 2025 @ 05:53:36",af5d8999f33fd5894f09922957941281c5d6fa218f6593fdff89c4029cf5c7ac,b2a8292b28ba6d29b9b85a46cbb4ae36,5032,User3,AMD64,SERVER-BETA,"May 10, 2025 @ 06:29:14.067"
added,C:\Users\Project\Documents\build.docx,"write,read","mode,owner",480087,860363,"May 09, 2025 @ 20:32:32","May 09, 2025 @ 20:47:53",d986f5eee5a88371f37d13db7f85909f8192dd4581ca9f8e3a1776399036abff,8a3d6886b77baf0fb5280376639ea4577730d3aaa1e18e3be3cd1bc25b530cce,8216,User4,AMD64,SERVER-001,"May 29, 2025 @ 06:46:05.073"
modified,C:\Users\User2\Desktop\charge.pdf,"archive,write","owner,group",497301,53172,"May 08, 2025 @ 05:55:37","May 08, 2025 @ 06:15:18",3a6c2c5921a49f286245546535abdd61cde4deb5345ec01399bc54a7ce6ab69b,b6670bdcff313d7c8f0102b8baa28c7f7fc0098a1a1b4c791763170663e3ef57,7919,User6,AMD64,PC-GAMER,"May 16, 2025 @ 01:27:42.845"
modified,E:\Data\raise.csv,"hidden,exec","group,owner",994658,524368,"May 15, 2025 @ 11:42:35","May 15, 2025 @ 11:51:14",7a33b79712ba52079fdd87c84071c8de,c32ad9f6603266ac97d5bd30966a9ce8,7579,User5,AMD64,HOME-PC,"May 17, 2025 @ 15:59:15.317"
deleted,D:\Work\form.dll,"hidden,write","owner,mode",419019,322698,"May 16, 2025 @ 17:12:50","May 16, 2025 @ 17:19:39",352fb277de639d5a7d938d8df46682c4,05ce0d6d375e1f2c167ae15972b08c6714d3b18b12740984b192a6be8c8072ab,7704,Admin,x86,HOME-PC,"May 23, 2025 @ 03:43:45.096"
added,C:\Users\Guest\Documents\vote.txt,"archive,write,system,read",mtime,711862,289176,"May 07, 2025 @ 11:39:40","May 07, 2025 @ 12:21:14",d374f54e625ad7b5c0943644fb3002522f2258888892443a3a72785ebce9bedd,0fbdf64c5348bbebe4482b2f2c90c88d,9900,User1,AMD64,SERVER-BETA,"May 20, 2025 @ 17:50:47.514"
modified,E:\Data\discover.dll,"write,exec,system","size,mode",452829,884722,"May 12, 2025 @ 00:29:41","May 12, 2025 @ 01:10:10",b489eb442d99bcb28f31442bbacba0507c3485509ca31074d1f58a4289a133c4,f69d16864b05e690bc044308728e21a3381e9e2552136e79bea9fee7ec7b0eb1,9108,User3,AMD64,HOME-PC,"May 06, 2025 @ 04:32:01.810"
added,C:\Users\Project\Documents\arrive.dll,"read,exec,write,hidden",mtime,657784,1073313,"May 07, 2025 @ 06:49:01","May 07, 2025 @ 07:43:04",033ae94ca7f225b2d1a9b81215015f5ef96a2734de44f419c7213423eeaecdf5,c600e8dd78c4e8c23dc00bf7ec76bcf6,3249,System,AMD64,DESKTOP-ALPHA,"May 14, 2025 @ 11:38:10.738"
added,D:\Work\off.xlsx,"system,write,read,archive","group,mode",988912,713758,"May 21, 2025 @ 15:43:39","May 21, 2025 @ 16:11:51",4cc60b9fedd948a53f9c33937c2c62cdbfce55e5e76143197e6c0b6d9a1e12f9,97a3d2a0ba9cd5641a3b105e928a47f5e3196508a9504788ba321432c4f5f449,8064,User5,AMD64,SERVER-BETA,"May 02, 2025 @ 23:56:00.362"
deleted,C:\Users\User1\Downloads\meeting.bat,"write,archive","group,size",824252,1263268,"May 22, 2025 @ 02:59:57","May 22, 2025 @ 03:43:43",63b3d78a99aae6c1b52e1b2c3989544123e1084762287ff98097e1114d6e386a,ff5088b6c172ce789b969404d6340dd44f18a91b2040f51900749eef004ff2e5,7270,User4,arm64,PC-GAMER,"May 24, 2025 @ 01:03:52.615"
deleted,C:\Users\Public\Videos\step.csv,"exec,read,system",size,1311637,829817,"May 20, 2025 @ 05:22:45","May 20, 2025 @ 06:05:07",4f15a279bd4a492845af1145aa9c6ed17837b6877fbe426287eaca1a248ef309,5ace6d52d08e9b404061b0b111cd3927e6776ef4136d99cbceed1fd04fff2603,1413,Admin,AMD64,HOME-PC,"May 06, 2025 @ 16:40:09.814"
deleted,C:\Windows\System32\question.csv,"hidden,exec",mtime,820465,410344,"May 04, 2025 @ 00:12:23","May 04, 2025 @ 01:04:45",bef808e470f90935d328209d193b68a2f3c0083db7910a7cb0469350b541cb1a,58d914ae168d962dbf622bb86874c466f36faa09ebdecd8615db422dce48cce1,8823,User4,AMD64,SERVER-001,"May 07, 2025 @ 16:35:49.507"
modified,C:\Users\Public\Videos\management.exe,"read,system","mtime,group",1558376,1131771,"May 26, 2025 @ 08:21:35","May 26, 2025 @ 09:00:48",7b99a4d1511e0e351c79d623a6440c7b41dd90d4ffeff1279833747e062f84f4,284c0058f7185e1414896b896d48d0925e55a8531084b96a4a1274937598101a,7313,User2,x86,SERVER-001,"May 06, 2025 @ 22:06:23.607"
added,C:\Users\Guest\Documents\store.txt,"hidden,read,exec,archive","group,owner",1258310,1265174,"May 10, 2025 @ 13:37:36","May 10, 2025 @ 14:10:02",aa2fd827a56a9c2e85270b7cc4d673df6dae88666d857d0e07eccc2bff078995,59ceabca61e2bf6fc46d21828fb5638d51a31f1ea863e6fd87ae23935b1643ab,1365,Guest,AMD64,SERVER-BETA,"May 02, 2025 @ 10:19:08.641"
modified,C:\Users\Guest\Documents\hair.bat,"archive,exec",group,366851,401701,"May 10, 2025 @ 23:33:25","May 11, 2025 @ 00:08:02",30eda812d61a8de6b24d12d9861c23ec,6c21c3c4fdc12ea17f18f644b45410eb8ae31cd40cb6a0e46358fb3f8a529fbb,8055,User3,x86_64,LAPTOP-1234,"May 28, 2025 @ 13:25:35.666"
added,C:\Users\User1\Downloads\close.pptx,"read,exec",group,1279293,1648155,"May 16, 2025 @ 09:57:32","May 16, 2025 @ 10:54:52",8c7538da850d045bcd6b3eb418b11c43edd0bb8145de0d0655c7e66919739258,fd252d5c8311c6315503d970d8c8dfb084688b3aa7087651688bd394ef0a8554,6788,User2,x86_64,WORKSTATION-01,"May 26, 2025 @ 01:18:04.450"
modified,C:\Windows\Temp\time.pdf,"hidden,write,exec,system",group,1470069,1661128,"May 27, 2025 @ 19:34:19","May 27, 2025 @ 20:18:25",6dfdc60a24f09feb24279d1e57b1fb4ce1091b13bcd17274ad97b2227a817389,191e29c9e62746b5aa246c6c7b40c711d851273b448f0fde3ff24b19cf2e24d5,8544,User2,AMD64,PC-GAMER,"May 11, 2025 @ 03:23:40.649"
added,C:\Users\User1\Downloads\section.csv,"system,write","mtime,owner",1258194,833287,"May 07, 2025 @ 22:38:25","May 07, 2025 @ 23:15:07",b5ee7cbbf938ee6679d10f34af485cbc460685e762fa84acef8f0803de3a44df,660c8fae858645f55e5c083a35cc37d5,3622,User3,x86_64,SERVER-001,"May 28, 2025 @ 03:53:52.749"
deleted,C:\Windows\Temp\outside.pdf,"archive,read","group,mode",1639036,2020965,"May 03, 2025 @ 11:47:51","May 03, 2025 @ 12:21:49",6ede91f434d849e3b55abac0d669335707dec88d5b226d36d51ac3d2a5b41046,d6d2904c687ca484fdaf84104b1d2659ab6fcf4864c2f1d304f9b7a4f992d1cf,8950,User6,x86_64,SERVER-BETA,"May 04, 2025 @ 22:57:54.864"
deleted,C:\Users\Public\Videos\receive.csv,"hidden,read","group,mtime",778595,569085,"May 06, 2025 @ 21:39:24","May 06, 2025 @ 22:15:08",421c411040a2c65003b203a6b12d2161,0d730c1671890ebeec2a6868fbd73dc1def496365bc24abd8e14d4fea4629adc,6456,User6,x86_64,WORKSTATION-01,"May 02, 2025 @ 21:48:22.921"
added,D:\Work\recognize.bat,"read,write,archive,exec",group,900325,480773,"May 10, 2025 @ 23:58:43","May 11, 2025 @ 00:07:39",7a34259917bc8c7a1d5fee2fb615187ad072dd55bdd10beebfeb1b8c86e33330,99348feb66189da9589411e674bbd60193176b43cfc806762f68fab683929b4a,7220,User2,x86_64,DESKTOP-ALPHA,"May 11, 2025 @ 22:55:24.258"
modified,C:\Windows\Temp\could.pdf,"archive,hidden,read,exec",owner,1583555,1312252,"May 28, 2025 @ 20:33:22","May 28, 2025 @ 21:19:46",cd433d330853db3a5301894b573737a539e62fd2269610d68ad2149105222685,325c5a460e11a976b72c476f33a7173a8df26bc2e292b47c84c687015a510764,3182,User2,arm64,DESKTOP-XYZ,"May 18, 2025 @ 16:05:04.336"
modified,C:\Users\User1\Downloads\particular.zip,"write,archive,hidden,read","size,mode",197539,1,"May 10, 2025 @ 16:35:17","May 10, 2025 @ 16:35:43",9dfb21ae77652a34d074122fb57ee8f5,51df099383972b51d2eb4114a5dae935b4d26dda55cbafc7382bdfcea7d72631,2705,Admin,AMD64,LAPTOP-1234,"May 17, 2025 @ 22:01:29.220"
added,C:\Windows\Temp\whom.bat,"exec,hidden,write",mode,1735228,1514757,"May 15, 2025 @ 01:27:30","May 15, 2025 @ 01:42:44",4033d3d8a95529f8f8e1625e72e10094de225c01eb581c67f1a19b7d2947d2d8,9afc8b76316d5b98f5fa86ce1ae9bc2f62afec89bc34fac7adcdb76c021c25b7,2396,User5,x86,SERVER-001,"May 19, 2025 @ 19:39:58.389"
deleted,C:\Users\Public\Videos\president.txt,"archive,write,hidden,read",mode,1421174,1796169,"May 27, 2025 @ 18:51:38","May 27, 2025 @ 19:42:28",86d5ab9979de4349086ee7c82d62bf6c1bb003c8132877ade8cee95494c21a76,7d1606a5fcb2149c25b7400e1d532e582714e1041abc4572684defc768b57d49,5546,User3,AMD64,LAPTOP-1234,"May 22, 2025 @ 14:42:20.437"
deleted,C:\Users\Guest\Documents\seven.txt,"hidden,archive,read,write",mode,732884,1007066,"May 14, 2025 @ 06:27:16","May 14, 2025 @ 07:06:31",056ab6b668d209e447e24a987cde6d0f,f4d2625359ac59a14e4c5568511abb24fe485ba6d81c887157e80a46a2354013,1106,User4,x86_64,LAPTOP-1234,"May 26, 2025 @ 23:04:29.336"
deleted,C:\Users\Guest\Documents\stage.docx,"exec,read,write,archive",owner,625977,563138,"May 27, 2025 @ 10:45:42","May 27, 2025 @ 10:49:13",514694474f5714dd5bede56ec2107cd9e30d9e902858e3f702101e83bbde260f,6da3fb672a1251174c9840b8d84ae37b61a84d7c814b42884b5e7d071ba153aa,5251,User6,arm64,HOME-PC,"May 03, 2025 @ 22:51:45.116"
modified,C:\Windows\Temp\according.xlsx,"archive,write",size,168348,1,"May 04, 2025 @ 06:15:09","May 04, 2025 @ 06:31:29",64398484bca938c2d4ae91dfbb2400e8,39824f42bb6beef89b0e42ce8b231d43bb56d2ff6e0f477ec4158f1bc5840da0,8130,User5,x86_64,WORKSTATION-01,"May 07, 2025 @ 06:53:43.558"
modified,C:\ProgramData\window.txt,"write,read",mode,1823020,1859497,"May 18, 2025 @ 19:20:24","May 18, 2025 @ 19:46:51",a9583ebb84e58545aecbcc2e9c93075144c6f6809d231c9f3bcff9bfc2901de1,489fbf62a5df52055bd35f822ebaa5dc1e6d92ebffc9166f6d01ea12196cc0b9,8231,Guest,AMD64,DESKTOP-ALPHA,"May 28, 2025 @ 03:23:11.414"
deleted,C:\Windows\System32\her.txt,"read,archive,exec,write",mode,686292,1060710,"May 08, 2025 @ 03:57:33","May 08, 2025 @ 04:32:17",ce7601cf1537def8ed2c3a88433af55ab61d54fb3ecd48a368d944f25842993f,57878b6fa89ac9658b45ccfe078dfff1b1063bbf0adc217b7bdc66aed3aa912d,8676,Guest,arm64,HOME-PC,"May 26, 2025 @ 01:34:37.515"
modified,C:\Windows\System32\point.docx,"system,write,hidden","group,mtime",1178341,1266685,"May 03, 2025 @ 20:14:19","May 03, 2025 @ 20:55:32",08e8569b1e24372303afe08a5625c3ff,277afbd5e801de86c126688773c758a5cfbf13bc304a97429244fd639c66e592,5810,User3,x86,PC-GAMER,"May 08, 2025 @ 03:41:28.367"
modified,C:\Users\User1\Downloads\watch.exe,"archive,read","owner,mtime",887423,1150538,"May 28, 2025 @ 08:19:34","May 28, 2025 @ 08:52:08",81c6602e55ff6717abde4e48086551b8,a40640e5d5b7cb1210d0558c887b2b848c312b396eb1d2a26ca4f5759bec32e1,1820,User5,x86_64,WORKSTATION-01,"May 31, 2025 @ 05:49:12.551"
added,C:\Users\User1\Downloads\report.dll,"hidden,system","owner,mtime",1078128,635719,"May 04, 2025 @ 16:31:23","May 04, 2025 @ 17:17:44",25a4a90938c39322920a9f72074389ff458f4d729be26f9f79834ba611123002,9017143fcc6e2492ae451d5ad2ed2d404a0cb99b81a34148efc1a25985df8dc8,1868,User2,AMD64,DESKTOP-XYZ,"May 03, 2025 @ 08:55:01.398"
added,D:\Work\exist.xlsx,"exec,archive",mtime,1830637,1426431,"May 24, 2025 @ 18:34:48","May 24, 2025 @ 18:50:41",ce562bde08ba1ddc7511c8659cbbcaf0,9e3b97d4f25b68e9855eda079ad2262610e06eb7fc30d7faad463a89b4b22eb9,8823,User4,x86,DESKTOP-5JEIKFF,"May 07, 2025 @ 12:12:49.259"
deleted,C:\Windows\System32\usually.exe,"exec,read,archive,system","group,size",273601,184377,"May 09, 2025 @ 07:25:05","May 09, 2025 @ 08:16:33",5fc5d59d370731798889d5e3f2aebac272af091fd68857569b51d4a8673ef3ae,41479fe8488181729f6047aa8fd3863953fe42e185f0e4281bd6f102c6851d1f,2682,System,x86,SERVER-001,"May 08, 2025 @ 00:27:53.747"
modified,C:\Users\Project\Documents\arrive.pdf,"hidden,exec,system","mode,group",996648,773433,"May 25, 2025 @ 06:57:05","May 25, 2025 @ 07:26:48",e4d9de6e98d100bde5e0d0455ca515c53723bb360fcaf9a9d019924661f544d6,7733917da138dac7367c0c0493c6a25d4a1e36c20972c74215313c8091b1b629,2459,Project,AMD64,WORKSTATION-01,"May 11, 2025 @ 21:21:14.926"
modified,C:\Users\User2\Desktop\better.exe,"write,read,exec","mtime,size",350976,756749,"May 17, 2025 @ 11:10:47","May 17, 2025 @ 11:55:02",999c47dc347d21a0514ac0bd9cf43f500a148325c2870fd5cac9df5a3eb8725b,e244a01a9b689f4c7f4abd12679bbb1e,8206,Guest,AMD64,DESKTOP-XYZ,"May 27, 2025 @ 08:23:48.175"
added,C:\Users\Public\Videos\help.txt,"read,exec,hidden,system","group,size",1888872,1671551,"May 27, 2025 @ 14:08:36","May 27, 2025 @ 14:23:22",e8e6b3927a45bd5831e152b099a87fb8,30d4ca009822ffc8c9b219cd3a58491614ae8ff60fdbe62ed4cf99c9038a650e,2652,User4,AMD64,WORKSTATION-01,"May 29, 2025 @ 01:37:53.731"
added,C:\Windows\System32\foreign.txt,"exec,write,archive","mtime,owner",1325942,1608564,"May 16, 2025 @ 00:15:50","May 16, 2025 @ 00:28:57",39b63b3ee37baea4ce29b72085e317ceac260b41c541249a4fe57414115146f2,79e9a1a445be27a4ca9dff3317e0e1e1d3bb734e9e287c39d869265d93410c08,3268,System,AMD64,SERVER-001,"May 14, 2025 @ 23:16:01.205"
added,C:\Users\User1\Downloads\crime.dll,"archive,read,system,write","mtime,owner",988985,1395158,"May 17, 2025 @ 20:29:48","May 17, 2025 @ 21:10:24",62922bd2ab33079cb31f7506d09aa0f741508dd15d6cd0a9bb0e70e590963c17,2b1440eb6f92ad4bdbb015157a25155c4cc3acbe07167fad3c85915867c9bb77,4401,Project,x86_64,HOME-PC,"May 15, 2025 @ 01:17:30.371"
added,C:\Users\User1\Downloads\play.zip,"hidden,archive,system","owner,mode",676525,987270,"May 19, 2025 @ 02:54:05","May 19, 2025 @ 03:03:11",a8d11749f06243084c362e63e7869c056b427b90f849676ff7f8e085af876382,20d148269b1defc8b53da31241eff3fe17dd1669e9b26275a8bcbaf00877944a,3406,Admin,x86_64,DESKTOP-5JEIKFF,"May 04, 2025 @ 10:45:10.933"
added,C:\Users\Public\Videos\ability.docx,"exec,hidden,system","size,group",1398822,1859860,"May 16, 2025 @ 18:38:48","May 16, 2025 @ 18:49:10",22c3020826f030364b5041ce5a0e45f69b30e10c0f5e39b087a11c78859df574,4b5085bc819a7e8f7fd6479e976d2a2312d7128be70d544179b6ee9c5eac76e7,3364,User4,x86_64,PC-GAMER,"May 25, 2025 @ 04:43:25.744"
modified,C:\Windows\Temp\less.dll,"hidden,write,exec,system",mode,623978,1073103,"May 05, 2025 @ 04:33:13","May 05, 2025 @ 05:01:11",fd8e19ece1a37eb36ed2fd442e054159440b0436579e9b5bb3dcef8fa5062c3b,3da954fa3989fa48f1f77258610976e9a0449974f672b4f7c660e6757942c9a8,8789,User1,arm64,SERVER-001,"May 06, 2025 @ 11:21:14.627"
modified,D:\Work\seven.dll,"exec,hidden,archive,write",owner,1419243,1004119,"May 16, 2025 @ 19:02:29","May 16, 2025 @ 19:59:30",19bc29f0eb086eb3279e6df4dff78c418641d3adea1d78310fff042f1f53b80e,9568e64f1b3e776273d04c09fd7ff30cd2a98fb4be1ea627f6df8978ecaf8d06,9690,User3,AMD64,WIN-LAPTOP,"May 09, 2025 @ 16:18:56.858"
modified,C:\Users\User2\Desktop\attack.txt,"read,write,archive,hidden",mtime,1639365,1787234,"May 22, 2025 @ 06:07:53","May 22, 2025 @ 06:38:16",35aa5e215c71c0a1a341cdb63b5500424bf6dbe253eb1bd3a6f365b5a852fef9,1d74ec1198d98e92f622f06598b69fdd,1336,User4,arm64,SERVER-BETA,"May 31, 2025 @ 04:41:58.208"
deleted,D:\Work\get.zip,"archive,read,write,exec","size,mtime",1271537,1198928,"May 23, 2025 @ 21:55:48","May 23, 2025 @ 22:45:37",aeaedfcd116a997c7eb20c9a2689f4ecbd2384f59c2a5e4b7f4db84865e5560f,d0b59a393a6a2b523577c0326ee3c1448041129b515532ee87283a6b20de0d84,8412,User5,AMD64,HOME-PC,"May 03, 2025 @ 18:01:41.938"
modified,C:\Windows\Temp\can.txt,"exec,system,hidden",mode,915326,473082,"May 26, 2025 @ 02:59:54","May 26, 2025 @ 03:18:00",a15aac50906cddae5b9c290098199b2c36e2ce0b543d8ea608dc4e2898fe1305,8600fae7f0cb5912887a287fbab6ebc213843656d456930cafb54fc2865b71f0,5890,Guest,x86,HOME-PC,"May 14, 2025 @ 11:17:39.311"
added,C:\Windows\System32\control.pptx,"archive,write,system",mtime,1710603,1842169,"May 20, 2025 @ 09:23:33","May 20, 2025 @ 10:06:50",ac072542d6b9034f94b116e7a48dc079ca7f14b4d76eb50229d1739185ae8bfb,7aaa328b50f7b53fde3462e4f439e2a74c7863b68900cf5b48ba5681ee9ae0f7,4860,User6,AMD64,WIN-LAPTOP,"May 06, 2025 @ 05:56:39.681"
deleted,D:\Work\expert.dll,"system,read","mtime,size",606389,1023066,"May 25, 2025 @ 06:13:53","May 25, 2025 @ 06:34:19",e52aba157c4e89ce6a87752182f57108687ffb78eb4b80d7feb360799211199a,aebc3757eeba3a6c68b0993ed5ee22811529bb686a7800959c7e43a35a9c5769,9460,User1,AMD64,SERVER-001,"May 23, 2025 @ 12:24:55.911"
deleted,C:\Users\Guest\Documents\night.bat,"exec,write,read",mode,1011863,562851,"May 06, 2025 @ 17:17:19","May 06, 2025 @ 17:55:40",0df23d4cdfb25ce25198226707c9038b26972c8cea3579d18b59d3726bb5b97e,03f6fd1bfdb9a510c760d0b8d0126a46d11920440fb8c550be0750cac030474f,2822,User2,AMD64,WORKSTATION-01,"May 25, 2025 @ 05:24:33.816"
modified,C:\Windows\Temp\test.docx,"write,read",size,1394992,1090603,"May 20, 2025 @ 14:49:43","May 20, 2025 @ 15:40:37",8af85f5d07d473b50a20458af664a9ea97174d0b5c38e907c5a3338a1de54354,ef9ed688ae058a9518d4eb4acb50cde8b10c4120dc9d365c558fcce5b92802ac,7586,Guest,arm64,WIN-LAPTOP,"May 11, 2025 @ 20:04:50.324"
added,C:\Users\Guest\Documents\fast.csv,"archive,hidden","group,owner",1583181,1993556,"May 24, 2025 @ 18:39:20","May 24, 2025 @ 18:41:13",63d2e47c80ce22f01de1623d8028dcba198e06816290845c3b9a5d238fa78bf7,98be215eac87f829e3ec61e083de6d9065049ffeb55200238a66cd8c39832b63,8498,Project,x86,DESKTOP-ALPHA,"May 12, 2025 @ 12:44:14.631"
modified,C:\Users\Guest\Documents\half.pdf,"system,write,archive,exec","group,mode",43990,315543,"May 11, 2025 @ 03:45:01","May 11, 2025 @ 04:29:18",4803962ec36c2b3f531f09f245c6b60a,00b5ad1e5b86b0dd177d79f9b57e1bc46ca6eac2a47702a294810505c92ecaf3,8825,Guest,x86,PC-GAMER,"May 11, 2025 @ 23:46:36.591"
deleted,C:\Users\User2\Desktop\side.bat,"read,hidden,write",size,1871011,1428793,"May 17, 2025 @ 01:31:08","May 17, 2025 @ 01:36:46",b4222aa285feb38ba4c66834a47199d3c9bd1e6c5790d8b0eb2b90939dd41d19,bb987803d5780fbf9b6928df14fbd2c176464abcf00b1b32678cf925e6951fce,2706,User5,arm64,DESKTOP-5JEIKFF,"May 14, 2025 @ 09:14:28.232"
deleted,C:\Users\Public\Videos\none.exe,"hidden,write,archive,system",mtime,1398635,1599480,"May 06, 2025 @ 13:19:38","May 06, 2025 @ 13:24:08",93105d3e8ee16cc88e991c7d247d5ce8209dec93afd9e58902e80a6783988613,02f3a16a76da4ab2533a9b2c432eeadcdc88c392f26724c4aa320285eb2b7707,6058,Guest,x86,WIN-LAPTOP,"May 22, 2025 @ 19:28:55.356"
deleted,C:\ProgramData\head.txt,"archive,read,write","mode,group",1587837,1116371,"May 20, 2025 @ 03:45:30","May 20, 2025 @ 04:11:08",c5450424a62c44e8de377c49364909f1efa85be2c69c0444cb87f31d5b990063,c81cb31b9047564fa1d43103e4537b02704f01cc64521748fbf8b946842850a1,3289,Guest,arm64,DESKTOP-5JEIKFF,"May 05, 2025 @ 07:56:41.545"
deleted,C:\Users\Project\Documents\book.csv,"system,read,write","group,size",1702588,1929916,"May 22, 2025 @ 11:05:16","May 22, 2025 @ 11:22:46",f82f5426ee51905555562b8ae7c9e1bfc08dd37717f0dd22fec1d8acc525c13d,d09468d13d61cf01e016c2579bd4c2d9f3bd2691afa6bb0de0f728109bc872d2,5648,User3,arm64,PC-GAMER,"May 23, 2025 @ 15:23:34.775"
added,C:\Users\Project\Documents\need.pdf,"system,hidden,write",owner,648363,542107,"May 30, 2025 @ 22:24:51","May 30, 2025 @ 23:04:47",76759404d943c2a03fcfe4f074c1d57cf1613c9457035fac1ffa457d79ffc544,227263795ba3a8ce5250ab7c9b83fb01c547f09090377b68b7a3a6f802ab612e,7134,User6,x86,SERVER-BETA,"May 27, 2025 @ 05:28:23.458"
deleted,C:\ProgramData\live.xlsx,"read,exec",mode,1119652,1186182,"May 21, 2025 @ 15:10:12","May 21, 2025 @ 15:30:47",492b7c7704992921ac0f82beda325e6ed7ed3dba1196a2d67f3959019614207c,5e499e82d4132605ef9a63679b51ea480cf063ce9b47277e937b2c2b2cbc70e2,3864,Project,x86,LAPTOP-1234,"May 13, 2025 @ 01:50:37.642"
added,C:\Users\User1\Downloads\strategy.pdf,"hidden,archive,read,system","owner,mtime",1730107,1998204,"May 09, 2025 @ 18:21:28","May 09, 2025 @ 18:54:14",eb6699f803a654e6086351bb83b85d8d92ed9ba103a86fe3f2f34aa091ed826c,173abae6acbca406d3bcda1451105cd7,8007,User2,x86,PC-GAMER,"May 24, 2025 @ 07:15:02.082"
deleted,C:\Users\User1\Downloads\whole.pptx,"exec,write,read,archive","group,mtime",1294998,1209576,"May 21, 2025 @ 14:31:03","May 21, 2025 @ 15:00:30",20a50996a5dc6a17109d489c2926318829f494dfb3e5a636b7b533d07cc6569e,f68c875c6701ee40eefc919d302631613e64fdcd9b29bcd7d5b68e9ce76570f0,4027,Guest,x86_64,DESKTOP-ALPHA,"May 20, 2025 @ 18:04:10.524"
modified,C:\ProgramData\event.xlsx,"exec,archive",mtime,1113726,1572855,"May 13, 2025 @ 18:24:32","May 13, 2025 @ 18:45:18",3523723cb4cb4f39ba3cb19e84d62ba211704dbc22ff99320b4db1b0fe1457cb,721edb7d6b7f5df98dd1ef83a1376c56d3850b0092cb8ed69e829ab105b79aba,4933,Project,x86_64,WORKSTATION-01,"May 08, 2025 @ 08:16:18.282"
added,C:\Users\Project\Documents\care.docx,"read,hidden,archive,exec","mode,size",1918986,2313058,"May 15, 2025 @ 07:15:54","May 15, 2025 @ 08:09:40",16ff45f9cc1eef1863f7b92b98ecef89d9abbe36c4cf9c09d63ed4f10ea9da5d,2bd069182ba82851dfa7be2f1e310035f3185cd865ca17b306f64ff6ceac348b,3365,Guest,x86,DESKTOP-5JEIKFF,"May 13, 2025 @ 05:37:06.598"
modified,C:\Users\User1\Downloads\personal.zip,"read,archive,hidden","mode,owner",591119,561752,"May 07, 2025 @ 05:11:15","May 07, 2025 @ 05:55:18",038552c9b65745395d0a13141cdc1599648b80e8afe34150734745a3dbb65ef1,5cb1932868e5bec6f6a53cc413df7805accb0d87b5e47326092989a574ab878a,9203,User6,x86_64,HOME-PC,"May 24, 2025 @ 13:52:53.962"
deleted,C:\Users\Guest\Documents\act.dll,"system,write,read",owner,1212105,819741,"May 19, 2025 @ 11:21:45","May 19, 2025 @ 11:24:48",262ebaf9f1908ce3906eba64f3d6e59425afc8d4235b97c5cce03859f9ae0737,2727529a7663238809ed6fe1f640e820bc81dc85f812f571b954b910af64d484,3580,User1,arm64,LAPTOP-1234,"May 27, 2025 @ 03:47:35.810"
deleted,C:\Users\Project\Documents\parent.dll,"write,system,read,exec","group,size",1343327,1025507,"May 29, 2025 @ 19:54:55","May 29, 2025 @ 20:11:02",b830c2db7d3131f6af338ea1473558600bc1ef461fdd32f35b3c6d6d7c2be1b6,968b3ca8b9e1e2395542be7037a17691abc10769b60dc63f931a4b2a008bc6f6,2956,System,arm64,WORKSTATION-01,"May 05, 2025 @ 06:21:15.455"
deleted,C:\Users\Public\Videos\knowledge.jpg,"exec,archive",group,1866082,2261874,"May 30, 2025 @ 22:07:00","May 30, 2025 @ 22:35:56",6a3a39b564864efa4ae3495240ef49ae099d9fba1dbed458850ba41603370958,3245f99f64dc7a1f27c53736300ec98f8bd8034bf92de8f04493e7a91cc42ba8,2292,User6,AMD64,DESKTOP-ALPHA,"May 30, 2025 @ 21:55:46.152"
modified,C:\ProgramData\necessary.csv,"system,write,hidden",mtime,1004385,523473,"May 16, 2025 @ 15:46:25","May 16, 2025 @ 16:09:32",4706dd27eceb331296c3ced458ba79d19376a0a131f37b64a1fa18922469fbf2,6aedc81f5e0395d2b7a0713c9b89ba7b24fcc7946444096e323dab73935c8b8f,2928,Guest,x86,WORKSTATION-01,"May 19, 2025 @ 21:18:30.609"
deleted,C:\ProgramData\cup.pptx,"hidden,write","group,mtime",827916,823920,"May 19, 2025 @ 17:57:59","May 19, 2025 @ 18:39:52",b8bc95b7607b437cab2dba789db3a74272a9708705d0ec2205a9e402548b1248,883dcbf5cf6b5880a5dfe94e331218b3fe72a4ae55a41c14c2bb6833455cf936,9003,User1,x86,SERVER-001,"May 23, 2025 @ 11:40:03.232"
